canonical,category,module,source,direct_status,backends,input_units,input_grain,output_unit,final_status,blocker,math_issue,input_issue,unit_issue,grain_issue,revision_issue,pit_issue,same_day_issue,period_issue,missing_issue,parameter_issue,backend_issue,incremental_issue,cross_market_issue,input_semantic_unknown,severity
state_uncertainty_deadband,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
subtract,elementwise_math,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
supertrend_days_since_flip,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
supertrend_direction,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
supertrend_distance_pct,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
supertrend_flip,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
suspension_frequency,index,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
suspension_status_coverage,index,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
tail_beta,price_volume,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
tan,,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
tanh,math,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
tema_distance_pct,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
tenkan_kijun_cross,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
tradable_state,ashare,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
trade_when,signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
trading_day_diff,event,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
true_range,price_volume,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
true_range_pct,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
true_range_surprise,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
true_range_zscore,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
true_turnover_rate,ashare,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
truncate,math,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_abdi_ranaldo_spread,market_microstructure,,,experimental,pandas_numpy;polars,"{'close': 'continuous_price', 'high': 'continuous_price', 'low': 'continuous_price'}",,ratio,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_abs_concentration,time_series,,,experimental,pandas_numpy;polars;sql,,,ratio,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_abs_entropy,time_series,,,experimental,pandas_numpy;polars;sql,,,dimensionless,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_abs_entropy_nats,time_series,,,experimental,pandas_numpy;polars,,,nats,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_abs_entropy_normalized,time_series,,,experimental,pandas_numpy;polars,,,dimensionless,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_active_information_storage,state_dynamics,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_activity_clock_age,time_series_event,,,experimental,pandas_numpy;polars,{'activity': 'non_negative_activity'},,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_activity_clock_lagged_value,time_series_event,,,experimental,pandas_numpy;polars,"{'x': 'target_value', 'activity': 'non_negative_activity'}",,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_activity_clock_lagged_value_prior,time_series_event,,,experimental,pandas_numpy;polars,"{'x': 'target_value', 'activity': 'non_negative_activity'}",,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_adaptive_noise_kalman,technical_signal,,,experimental,pandas_numpy;polars,,,same_as_input,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_alpha_beta_filter,technical_signal,,,experimental,pandas_numpy;polars,,,same_as_input,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ar_coeff_stability,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ar_coefficient,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ar_fitted_value,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ar_forecast,,,,production,pandas_numpy;polars,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_ar_in_sample_resid,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ar_innovation,,,,production,pandas_numpy;polars,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_ar_innovation_z,,,,production,pandas_numpy;polars,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_ar_prior_coeff,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ar_prior_forecast,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ar_prior_innovation,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ar_prior_innovation_z,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_argmax,time_series_order,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_argmax_age,time_series_order,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_argmax_index_from_oldest,time_series_order,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_argmin,time_series_order,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_argmin_age,time_series_order,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_argmin_index_from_oldest,time_series_order,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_autocorr,time_series,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_autocorr_decay_half_life,complexity,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_autocorrelation_time,memory,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_autocorrelation_time_initial_positive_sequence,memory,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_average_volume,price_volume_extension,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_bds_statistic,research_dependence,,,experimental,pandas_numpy;polars,,,level,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_bessel_lowpass_causal,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_best_lag_corr_excess,time_series_risk,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_best_lag_corr_raw,time_series_risk,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_beta,time_series,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_beta_break_score,feature_geometry,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_beta_if,time_series_condition,,,experimental,pandas_numpy;polars,,,unit(y)/unit(x),SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_betti_1_max_persistence,topology,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_bicoherence_top_decile_excess,research_spectral,,,experimental,pandas_numpy;polars,,,ratio,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_bicoherence_top_decile_mean,research_spectral,,,experimental,pandas_numpy;polars,,,ratio,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_binned_response_curvature,binned_response,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_binned_response_monotonicity,binned_response,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_bottomk_mean,time_series_order,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_bottomk_std,time_series_order,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_bottomk_sum,time_series_order,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_breakdown_low,price_structure,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_breakout_high,price_structure,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_bures_corr_shift,structure_shift,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_butterworth_lowpass_causal,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_causal_local_linear_smoother,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_causal_savgol_endpoint,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_change_point_probability,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_channel_position,price_structure,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_channel_width,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_channel_width_atr,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_channel_width_pct,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_channel_width_slope,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_chatterjee_xi,dependence_ext,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_chord_excursion_area,time_series_shape,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_conditional_mutual_information,dependence_ext,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_conditional_transfer_entropy,conditional_dependence,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_confirmed_pivot_high,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_confirmed_pivot_low,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_consolidation_slope,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_consolidation_volume_decay,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_consolidation_width,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_copula_central_asymmetry,distribution_shift,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_corr,time_series,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_corr_if,time_series_condition,,,experimental,pandas_numpy;polars,,,dimensionless,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_count_if,time_series_condition,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_cov,time_series,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_cov_if,time_series_condition,,,experimental,pandas_numpy;polars;sql,,,unit(x)*unit(y),SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_coverage_ratio,time_series,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_cpt_value,time_series_behavioral,,,experimental,pandas_numpy;polars,,,behavioral_score,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_cross_extremogram,quantile_dynamics,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_cross_quantilogram,quantile_dynamics,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_cross_spectral_coherence,time_series_spectral,,,experimental,pandas_numpy;polars,,,ratio,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_cross_spectral_phase,time_series_spectral,,,experimental,pandas_numpy;polars,,,radians,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_crossing_acceleration,crossing,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_crossing_speed,crossing,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_cumulative_deviation_score,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_current_drawdown_area,downside_risk,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
